doi,name,affiliation,publisher,type
10.1111/cod.12981,"Soltanipoor, Maryam","Coronel Institute of Occupational Health, Academic Medical Centre, Amsterdam Public Health Research Institute; University of Amsterdam; Amsterdam The Netherlands; Department of Dermatology; VU University Medical Centre; Amsterdam The Netherlands",Wiley,JOUR
10.1177/0018578717750094,"Yeary, Julianne","WVU Medicine, Morgantown, WV, USA",SAGE Publications,JOUR
10.1111/jomf.12053,"Suanet, Bianca",VU University Amsterdam,Wiley,JOUR
10.1021/acs.est.5b05665,"Tufi, Sara","Institute for Environmental Studies, VU University Amsterdam, De Boelelaan 1087, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/gea.21538,"Koopman, Annelies",Department of Geo- and Bioarchaeology; Faculty of Earth and Life Sciences; VU University Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1029/2009gc002961,"Versteegh, Emma A. A.","Institute of Earth Sciences; VU University Amsterdam; De Boelelaan 1085,; NL-1081 HV; Amsterdam; Netherlands",American Geophysical Union (AGU),JOUR
10.1111/bjh.12359,"Ossenkoppele, Gert J.",Department of Haematology; VU University Medical Centre; Amsterdam The Netherlands,Wiley,JOUR
10.1002/da.22714,"Kolovos, Spyros","Department of Health Sciences; Faculty of Earth and Life Sciences, Amsterdam Public Health Research Institute; VU University Amsterdam; Amsterdam The Netherlands; Department of Clinical; Neuro and Developmental Psychology, Amsterdam Public Health Research Institute; Vrije Universiteit Amsterdam; Amsterdam The Netherlands",Wiley,JOUR
10.1177/070674371305800702,"Cuijpers, Pim","Professor of Clinical Psychology, Department of Clinical Psychology, VU university, Amsterdam, the Netherlands; Professor of Clinical Psychology, EMGO Institute for Health and Care Research, VU university and VU university Medical Centre, Amsterdam, the Netherlands; Professor of Clinical Psychology, Leuphana university, Lüneburg, Germany",SAGE Publications,JOUR
10.1111/1471-0528.14371,"Lier, MCI",Department of Reproductive Medicine; VU University Medical Centre; Endometriosis Centre VUmc; Amsterdam the Netherlands,Wiley,JOUR
10.1161/hypertensionaha.114.04221,"van Sloten, Thomas T.","From the Department of Medicine (T.T.v.S., R.M.A.H., M.T.S., C.D.A.S.), Cardiovascular Research Institute Maastricht (T.T.v.S., R.M.A.H., T.U., M.T.S., C.D.A.S.), and School for Nutrition, Toxicology and Metabolism (T.T.v.S.), Maastricht University Medical Centre, Maastricht, the Netherlands; and EMGO Institute for Health and Care Research (J.M.D., G.N.) and Department of Epidemiology and Biostatistics (J.M.D.), VU University Medical Centre, Amsterdam, the Netherlands.",Ovid Technologies (Wolters Kluwer Health),JOUR
10.1042/bst20160387,"Erdogan, Begum","Department of Biological Sciences, Vanderbilt University, VU Station B, Box 35-1634, Nashville, TN 37235, U.S.A.",Portland Press Ltd.,JOUR
10.1001/jamapsychiatry.2017.3069,"Tielbeek, Jorim J.","Department of Complex Trait Genetics, Center for Neurogenomics and Cognitive Research, Neuroscience Campus Amsterdam, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands; Department of Child and Adolescent Psychiatry, VU University Medical Center, Amsterdam, the Netherlands; QIMR Berghofer Medical Research Institute, Herston, Queensland, Australia",American Medical Association (AMA),JOUR
10.1021/cr4003006,"Heller, Iddo","Department of Physics and Astronomy and LaserLaB Amsterdam, VU University Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/gcb.12871,"Verheijen, Lieneke M.","Systems Ecology, Department of Ecological Science; VU University Amsterdam; De Boelelaan 1085 1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.5465/amj.2008.30744031,"Stam, Wouter",VU University Amsterdam,Academy of Management,JOUR
10.1042/cs0920051,"Maaten, J. C. Ter","Department of Medicine, ICaR-VU, Cardiovascular Research School, University Hospital Vrije Universiteit, Amsterdam, The Netherlands",Portland Press Ltd.,JOUR
10.1177/0022034514522485,"Bakker, A.D.","Department of Oral Cell Biology, ACTA-University of Amsterdam and VU University Amsterdam, MOVE Research Institute Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/15622975.2017.1353132,"de Vries, Froukje E.","Department of Psychiatry, VU University Medical Centre, Amsterdam, The Netherlands;; Neuroscience Campus Amsterdam, Amsterdam, The Netherlands;",Informa UK Limited,JOUR
10.1002/da.22469,"De Jongh, Ad",Department of Social Dentistry (ACTA); University of Amsterdam and VU University Amsterdam; Amsterdam The Netherlands; School of Health Sciences; Salford University; Manchester United Kingdom,Wiley,JOUR
10.1177/1368430209342258,"Van Vugt, Mark","VU University, Amsterdam, University of Kent, University of Oxford,",SAGE Publications,JOUR
10.1111/dme.13548,"de Wit, M.",Department of Medical Psychology; VU University Medical Centre; Amsterdam The Netherlands; Amsterdam Public Health Research Institute; VU University Medical Centre; Amsterdam The Netherlands,Wiley,JOUR
10.1001/jama.2016.4326,"Buntrock, Claudia","Division of Online Health Training, Innovation Incubator, Leuphana University Lueneburg, Germany2Department of Clinical Psychology, EMGO+ Institute for Health and Care Research, VU University, Amsterdam, the Netherlands",American Medical Association (AMA),JOUR
10.1111/joor.12011,"Lobbezoo, F.",Department of Oral Kinesiology; Academic Centre for Dentistry Amsterdam (ACTA); MOVE Research Institute Amsterdam; University of Amsterdam and VU University Amsterdam; Amsterdam; The Netherlands,Wiley,JOUR
10.1182/blood-2018-99-114668,"Stege, Claudia A.M.","Amsterdam UMC, Vrije Universiteit Amsterdam, Department of Hematology, Cancer Center Amsterdam, Amsterdam, Netherlands",American Society of Hematology,JOUR
10.1089/trgh.2017.0045,"de Haseth, Kristin B.","Department of Plastic, Reconstructive and Hand Surgery, VU University Medical Centre, Amsterdam, The Netherlands.",Mary Ann Liebert Inc,JOUR
10.1111/jcc4.12066,"Verhagen, Tibert",Faculty of Economics and Business Administration; VU University Amsterdam; De Boelelaan 1105 room 3A-22 1081 HV Amsterdam,Oxford University Press (OUP),JOUR
10.1177/1753425916642614,"Gunput, Sabrina TG","Department of Oral Biochemistry, Academic Centre for Dentistry Amsterdam (ACTA), VU University and University of Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1002/eet.1783,"Osunmuyiwa, Olufolahan","Department of Environmental Policy Analysis; Institute for Environmental Studies, VU University Amsterdam; The Netherlands",Wiley,JOUR
10.1111/jbl.12210,"Nguyen, Dung H.",VU University Amsterdam; University of Economics and Law (Vietnam National University Ho Chi Minh City),Wiley,JOUR
10.1177/186810341203100203,"Pheakdey, Heng","Department of International Studies at the Royal University of Phnom Penh, a member of the Cambodia Research Group, and VU University Amsterdam, The Netherlands.",SAGE Publications,JOUR
10.1021/jp4031283,"Snellenburg, Joris J.","Institute for Lasers, Lifeand Biophotonics, Facultyof Sciences, VU University Amsterdam, DeBoelelaan 1081, 1081 HV, Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1177/0278364910368147,"Webster, Robert J.","Department of Mechanical Engineering, Vanderbilt University, VU Station B 351592, Nashville, TN, USA,",SAGE Publications,JOUR
10.3920/bm2012.0008,"Katan, M.B.","Department of Health Sciences, VU University Amsterdam, De Boelelaan 1085, 1081 HV Amsterdam, the Netherlands",Wageningen Academic Publishers,JOUR
10.1089/acm.2011.0488,"Beukeboom, Camiel J.","Department of Communication Science, VU University Amsterdam, Amsterdam, The Netherlands.",Mary Ann Liebert Inc,JOUR
10.1111/ecoj.12250,"van den Berg, Gerard J.",University of Mannheim; IFAU-Uppsala; VU University Amsterdam; IZA,Oxford University Press (OUP),JOUR
10.1111/opo.12313,"van der Aa, Hilde P. A.",Department of Ophthalmology and the EMGO+ institute for Health and Care Research; VU University Medical Centre; Amsterdam the Netherlands,Wiley,JOUR
10.1111/opo.12388,"Heesterbeek, Thomas J.",Department of Ophthalmology and EMGO & Institute for Health and Care Research (EMGO+); VU University Medical Centre; Amsterdam the Netherlands,Wiley,JOUR
10.1080/17565529.2018.1562869,"Hagedoorn, L.C.","Institute for Environmental Studies (IVM), VU University, Amsterdam, the Netherlands",Informa UK Limited,JOUR
10.1111/idh.12201,"Sälzer, S",Clinic for Conservative Dentistry and Periodontology; School for Dental Medicine; Christian-Albrechts-University Kiel; Kiel Germany; Department of Periodontology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and VU University; Amsterdam The Netherlands,Wiley,JOUR
10.1111/tpj.12459,"Drop, Bartlomiej",Department of Physics and Astronomy; Faculty of Sciences; VU University Amsterdam; De Boelelaan 1081 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1002/gps.4708,"Joling, Karlijn J.",Amsterdam Public Health research institute; VU University Medical Centre; Amsterdam The Netherlands,Wiley,JOUR
10.1177/0170840617736939,"Thompson, Neil A.","VU University Amsterdam, Netherlands",SAGE Publications,JOUR
10.5465/amr.2013.0157,"Spisak, Brian R.",VU University Amsterdam,Academy of Management,JOUR
10.1111/joms.12078,"Cornelissen, Joep P.",VU University Amsterdam; University of Leeds,Wiley,JOUR
10.5465/amr.2011.0129,"Cornelissen, Joep",VU University Amsterdam,Academy of Management,JOUR
10.1177/0170840613479222,"de Bakker, Frank G. A.","VU University Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1111/joms.12063,"den Hond, Frank",Hanken School of Economics; Helsinki; VU University; Amsterdam,Wiley,JOUR
10.1075/btl.146.04wel,"Welbers, Kasper",VU Amsterdam,John Benjamins Publishing Company,CHAP
10.1111/jopy.12150,"de Vries, Reinout E.",VU University Amsterdam,Wiley,JOUR
10.1177/0272431614562836,"Pronk, Jeroen","VU University Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/0272431614549628,"Pronk, Jeroen","VU University Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1111/spol.12004,"Bannink, Duco",Faculty of Social Sciences; VU University; Amsterdam The Netherlands,Wiley,JOUR
10.1111/dom.13044,"Woerdeman, Jorn",Department of Internal MedicineVU University Medical Centre Amsterdam The Netherlands,Wiley,JOUR
10.1111/bjh.13572,"Zeijlemaker, Wendelien",Department of Haematology; VU University Medical Centre; Cancer Centre Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1155/2016/3435791,"Jelsma, Judith G. M.","Department of Public and Occupational Health, EMGO+-Institute for Health and Care Research, VU University Medical Centre, 1081 BT Amsterdam, Netherlands",Hindawi Limited,JOUR
10.1037/gpr0000069,"Köbis, Nils C.","Department of Experimental and Applied Psychology, VU University Amsterdam",SAGE Publications,JOUR
10.1111/risa.12300,"Koks, E. E.",Institute for Environmental Studies (IVM); VU University Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1029/2010gl043215,"Ward, Philip J.",Institute for Environmental Studies; VU University; Amsterdam; Netherlands,American Geophysical Union (AGU),JOUR
10.1111/jcc4.12132,"Dijkmans, Corné",NHTV Breda University of Applied Sciences; VU University Amsterdam; The Netherlands,Oxford University Press (OUP),JOUR
10.1002/wcms.1189,"Wolters, Lando P.",Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling (ACMM); VU University Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1002/ajp.22405,"Pollet, Thomas V.",Department of Social and Organizational Psychology; VU University Amsterdam; The Netherlands,Wiley,JOUR
10.1111/j.1461-0248.2012.01826.x,"Makkonen, Marika",Systems Ecology group; VU University Amsterdam; De Boelelaan 1085; Amsterdam; 1081 HV; The Netherlands,Wiley,JOUR
10.1002/hrm.21764,"Havermans, Liselore A.",VU University Amsterdam; the Netherlands,Wiley,JOUR
10.1177/1094670508324297,"Reinders, Machiel J.",VU University Amsterdam,SAGE Publications,JOUR
10.1096/fj.09-150490,"Talens, Rudolf P.","Department of Molecular Epidemiology,; Department of Cardiology, and; Department of Medical Statistics, Leiden University Medical Center, Leiden, The Netherlands;; Department of Biological Psychology, VU University Amsterdam, Amsterdam, The Netherlands; and; Netherlands Consortium for Healthy Ageing, Leiden, The Nethelands",Wiley,JOUR
10.1111/jgs.12848,"Eggermont, Laura H. P.",Department of Clinical Neuropsychology; VU University; Amsterdam the Netherlands,Wiley,JOUR
10.1155/2014/943806,"Eilers, Wouter","School of HealthCare Science, Institute for Biomedical Research into Human Movement and Health, Manchester Metropolitan University, Manchester M1 5GD, UK; Laboratory for Myology, Faculty of Human Movement Sciences, MOVE Research Institute Amsterdam, VU University Amsterdam, 1081 BT Amsterdam, The Netherlands",Hindawi Limited,JOUR
10.1080/02607476.2010.513854,"Korthagen, Fred A.J.","a Centre for Educational Training Assessment and Research (CETAR) , VU University , Amsterdam , The Netherlands",Informa UK Limited,JOUR
10.1115/1.1899691,"Chiralaksanakul, Anukal","Civil and Environmental Engineering, Vanderbilt University VU Station B # 351831, Nashville, TN 37235",ASME International,JOUR
10.1002/glia.23120,"van Deijk, Anne-Lieke F.","Department of Molecular & Cellular Neurobiology; Center for Neurogenomics and Cognitive Research, Amsterdam Neuroscience, VU University Amsterdam; De Boelelaan 1085 Amsterdam 1081 HV The Netherlands",Wiley,JOUR
10.1177/1352458519851219,"Killestein, Joep","Department of Neurology, Amsterdam UMC, Location VUmc, Vrije Universiteit Amsterdam, MS Center Amsterdam, Amsterdam Neuroscience, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/03075079.2019.1655725,"Teelken, Christine","Department of Organization Sciences, VU University, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1002/da.22966,"Hu, Mandy X.","Department of Psychiatry, Amsterdam Public Health Research Institute, Amsterdam UMCVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1021/acs.analchem.9b01261,"Zietek, Barbara M.","Division of BioAnalytical Chemistry, Amsterdam Institute of Molecules, Medicines and Systems, Vrije Universiteit Amsterdam, Amsterdam 1081 HZ, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/jnc.14856,"Ziel, Anna M.",Department of Clinical Genetics Amsterdam University Medical Centers Location VUmc Amsterdam The Netherlands; Department of Functional Genomics Center for Neurogenomics and Cognitive Research Vrije Universiteit (VU) Amsterdam The Netherlands,Wiley,JOUR
10.1111/1440-1703.12035,"Harvey, Jeffrey A.","Department of Terrestrial EcologyNetherlands Institute of Ecology Wageningen The Netherlands; Department of Ecological Sciences, Section Animal EcologyVU University Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1039/c8cp07671e,"Sun, Xiaobo",Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling (ACMM); VU University Amsterdam; 1081 HV Amsterdam; The Netherlands,Royal Society of Chemistry (RSC),JOUR
10.1152/physrev.00034.2018,"Saxton, Sophie N.","Division of Cardiovascular Sciences, University of Manchester, Manchester, United Kingdom; School of Environment and Life Sciences, University of Salford, Salford, United Kingdom; and Department of Physiology, VU University Medical Centre, Amsterdam, Netherlands",American Physiological Society,JOUR
10.1002/pri.1796,"Mutubuki, Elizabeth N.","Department of Health Sciences, Faculty of Science, Amsterdam Movement SciencesVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1080/19420862.2019.1630218,"Stavenhagen, Kathrin","Division of BioAnalytical Chemistry, VU University Amsterdam, Amsterdam, The Netherlands; Center for Proteomics and Metabolomics, Leiden University Medical Center, Leiden, The Netherlands",Informa UK Limited,JOUR
